Giorno	Mese	Anno	Stazione	Temp_max	Temp_min	Temp_med	Hum_max	Hum_min	Hum_med	Rain_mm	Wind_int	Wind_dir
19	1	2019	 Campobasso e Pescolanciano	7.95	-0.75	2.7	NA	NA	43.5	0.2	0.9	S
20	1	2019	 Campobasso e Pescolanciano	5.25	-1.2	1.75	NA	NA	45.0	0.7	0.75	ESE
21	1	2019	 Campobasso e Pescolanciano	4.3	1.45	2.4	NA	NA	49.5	8.7	0.7	NE
22	1	2019	 Campobasso e Pescolanciano	3.65	0.15	1.55	NA	NA	48.0	18.0	3.4	S
23	1	2019	 Campobasso e Pescolanciano	6.05	-1.55	1.5	NA	NA	51.5	3.7	1.7	S
24	1	2019	 Campobasso e Pescolanciano	2.95	-3.0	0.3	NA	NA	49.0	12.95	5.75	ENE
25	1	2019	 Campobasso e Pescolanciano	2.75	-1.1	0.2	NA	NA	68.0	2.25	16.6	NW
26	1	2019	 Campobasso e Pescolanciano	4.95	-3.25	0.15	NA	NA	80.5	0.0	10.0	NW
27	1	2019	 Campobasso e Pescolanciano	7.75	-2.95	3.3	NA	NA	62.5	2.5	5.95	S
28	1	2019	 Campobasso e Pescolanciano	6.65	0.2	3.05	NA	NA	42.0	11.15	6.75	S
29	1	2019	 Campobasso e Pescolanciano	2.5	-0.65	0.9	NA	NA	47.0	0.55	0.75	NE
30	1	2019	 Campobasso e Pescolanciano	5.5	-2.25	1.2	NA	NA	53.5	0.5	2.5	S
31	1	2019	 Campobasso e Pescolanciano	6.4	-1.35	2.4	NA	NA	51.0	3.0	8.0	S
1	2	2019	 Campobasso e Pescolanciano	9.4	5.45	7.85	NA	NA	50.0	13.3	7.55	SSE
2	2	2019	 Campobasso e Pescolanciano	12.15	6.4	9.5	NA	NA	79.5	31.6	11.1	SSE
3	2	2019	 Campobasso e Pescolanciano	7.5	1.6	5.3	NA	NA	77.0	1.0	4.55	SSE
4	2	2019	 Campobasso e Pescolanciano	6.0	-0.65	2.9	NA	NA	63.0	5.0	7.7	NW
5	2	2019	 Campobasso e Pescolanciano	7.35	0.35	3.25	NA	NA	78.0	0.2	9.7	ENE
6	2	2019	 Campobasso e Pescolanciano	8.85	-0.25	3.75	NA	NA	81.5	0.0	9.9	NNW
7	2	2019	 Campobasso e Pescolanciano	13.4	-2.0	3.7	NA	NA	60.5	0.0	3.9	ENE
8	2	2019	 Campobasso e Pescolanciano	10.7	-0.55	4.1	NA	NA	55.5	0.0	2.15	ENE
9	2	2019	 Campobasso e Pescolanciano	12.45	-1.6	6.05	NA	NA	57.5	0.0	3.15	S
10	2	2019	 Campobasso e Pescolanciano	9.95	1.5	6.15	NA	NA	53.5	0.1	8.95	S
11	2	2019	 Campobasso e Pescolanciano	11.15	-0.3	6.1	NA	NA	69.0	1.4	9.75	S
12	2	2019	 Campobasso e Pescolanciano	4.6	-1.75	1.2	NA	NA	52.5	6.2	5.25	NNW
13	2	2019	 Campobasso e Pescolanciano	4.2	-0.3	1.65	NA	NA	67.5	0.6	12.55	N
14	2	2019	 Campobasso e Pescolanciano	10.8	-1.0	4.3	NA	NA	63.0	0.0	9.05	ENE
15	2	2019	 Campobasso e Pescolanciano	9.4	-1.25	5.2	NA	NA	67.0	0.0	9.5	NNW
16	2	2019	 Campobasso e Pescolanciano	10.7	-1.75	3.75	NA	NA	66.0	0.0	5.0	ENE
17	2	2019	 Campobasso e Pescolanciano	16.4	-2.45	5.1	NA	NA	44.0	0.0	2.5	S
18	2	2019	 Campobasso e Pescolanciano	15.05	-1.65	5.15	NA	NA	52.5	0.1	2.4	SSE
19	2	2019	 Campobasso e Pescolanciano	12.85	-2.2	4.8	NA	NA	57.5	0.0	1.45	SE
20	2	2019	 Campobasso e Pescolanciano	13.2	-2.7	3.9	NA	NA	62.0	0.0	1.55	SE
21	2	2019	 Campobasso e Pescolanciano	12.6	0.0	5.2	NA	NA	62.5	0.0	2.7	ENE
22	2	2019	 Campobasso e Pescolanciano	14.05	-1.4	5.3	NA	NA	53.5	0.7	6.25	NNW
23	2	2019	 Campobasso e Pescolanciano	4.4	-4.9	-2.0	NA	NA	63.5	0.3	16.9	NNW
24	2	2019	 Campobasso e Pescolanciano	3.55	-2.75	-0.15	NA	NA	66.0	0.1	13.65	NNW
25	2	2019	 Campobasso e Pescolanciano	4.85	-1.45	1.15	NA	NA	73.0	0.3	11.55	NNW
26	2	2019	 Campobasso e Pescolanciano	13.3	-2.7	6.25	NA	NA	57.5	0.3	8.05	NNW
27	2	2019	 Campobasso e Pescolanciano	11.75	0.65	7.15	NA	NA	51.5	0.0	9.15	N
28	2	2019	 Campobasso e Pescolanciano	17.9	-1.85	7.5	NA	NA	50.0	0.0	4.0	S
1	3	2019	 Campobasso e Pescolanciano	14.7	4.55	8.55	NA	NA	74.0	0.0	6.15	W
2	3	2019	 Campobasso e Pescolanciano	13.7	1.1	6.7	NA	NA	79.5	6.3	5.05	NW
3	3	2019	 Campobasso e Pescolanciano	16.05	0.25	6.8	NA	NA	72.5	0.0	1.9	S
4	3	2019	 Campobasso e Pescolanciano	15.3	3.25	8.85	NA	NA	67.0	0.0	9.4	W
5	3	2019	 Campobasso e Pescolanciano	13.8	5.45	9.6	NA	NA	77.5	0.0	6.85	S
6	3	2019	 Campobasso e Pescolanciano	16.85	4.1	9.6	NA	NA	76.0	0.0	4.9	W
7	3	2019	 Campobasso e Pescolanciano	17.9	7.2	12.8	NA	NA	64.0	0.0	7.65	SSE
8	3	2019	 Campobasso e Pescolanciano	18.7	5.5	12.0	NA	NA	65.5	0.0	4.4	W
9	3	2019	 Campobasso e Pescolanciano	16.25	4.6	10.25	NA	NA	65.5	0.0	6.5	W
10	3	2019	 Campobasso e Pescolanciano	13.85	5.65	9.45	NA	NA	75.5	0.0	10.7	W
11	3	2019	 Campobasso e Pescolanciano	14.2	1.65	8.6	NA	NA	74.5	1.6	12.55	S
12	3	2019	 Campobasso e Pescolanciano	7.1	-1.65	3.1	NA	NA	76.5	1.3	16.7	NW
13	3	2019	 Campobasso e Pescolanciano	13.65	-3.6	5.25	NA	NA	62.5	0.5	5.95	S
14	3	2019	 Campobasso e Pescolanciano	9.8	0.2	4.8	NA	NA	75.0	1.8	6.75	NW
15	3	2019	 Campobasso e Pescolanciano	17.35	1.1	8.7	NA	NA	65.5	0.0	4.55	W
16	3	2019	 Campobasso e Pescolanciano	15.75	2.8	9.9	NA	NA	51.0	0.0	5.0	WSW
17	3	2019	 Campobasso e Pescolanciano	18.25	6.05	10.7	NA	NA	55.5	0.0	3.25	S
18	3	2019	 Campobasso e Pescolanciano	17.15	5.35	9.75	NA	NA	59.5	0.0	5.4	S
19	3	2019	 Campobasso e Pescolanciano	11.4	-0.35	5.1	NA	NA	63.0	0.3	4.3	ENE
20	3	2019	 Campobasso e Pescolanciano	7.6	1.0	4.55	NA	NA	74.0	0.2	8.9	NNW
21	3	2019	 Campobasso e Pescolanciano	13.55	-0.9	6.2	NA	NA	60.5	0.0	8.25	NE
22	3	2019	 Campobasso e Pescolanciano	15.35	-0.35	7.55	NA	NA	49.5	0.0	6.65	E
23	3	2019	 Campobasso e Pescolanciano	17.4	0.45	7.95	NA	NA	42.5	0.0	6.3	NE
24	3	2019	 Campobasso e Pescolanciano	21.15	1.3	10.6	NA	NA	40.5	0.0	3.95	S
25	3	2019	 Campobasso e Pescolanciano	18.45	4.4	11.05	NA	NA	51.5	0.0	8.3	W
26	3	2019	 Campobasso e Pescolanciano	8.6	2.7	5.0	NA	NA	67.5	0.4	9.4	NNW
27	3	2019	 Campobasso e Pescolanciano	6.05	3.1	4.3	NA	NA	74.5	0.8	8.25	NNW
28	3	2019	 Campobasso e Pescolanciano	10.35	0.35	5.35	NA	NA	62.0	0.0	10.65	NNW
29	3	2019	 Campobasso e Pescolanciano	13.2	-1.7	5.7	NA	NA	57.0	0.0	7.55	NNW
30	3	2019	 Campobasso e Pescolanciano	16.45	-1.6	6.45	NA	NA	48.5	0.0	5.35	NE
31	3	2019	 Campobasso e Pescolanciano	19.2	6.0	12.35	NA	NA	72.0	0.0	10.05	SW
1	4	2019	 Campobasso e Pescolanciano	20.15	2.75	10.7	NA	NA	37.5	0.0	3.2	E
2	4	2019	 Campobasso e Pescolanciano	19.4	3.0	11.2	NA	NA	45.0	0.0	3.05	SSE
3	4	2019	 Campobasso e Pescolanciano	14.9	5.1	9.3	NA	NA	60.0	0.0	5.5	S
4	4	2019	 Campobasso e Pescolanciano	14.4	5.7	9.5	NA	NA	65.5	1.9	4.35	SE
5	4	2019	 Campobasso e Pescolanciano	14.95	1.6	8.0	NA	NA	45.0	7.0	5.9	SSE
6	4	2019	 Campobasso e Pescolanciano	18.9	0.2	9.35	NA	NA	53.0	0.0	3.4	S
7	4	2019	 Campobasso e Pescolanciano	15.65	6.15	9.6	NA	NA	63.0	1.5	5.2	S
8	4	2019	 Campobasso e Pescolanciano	15.25	3.4	7.15	NA	NA	48.0	9.6	4.55	SSW
9	4	2019	 Campobasso e Pescolanciano	14.65	5.5	8.65	NA	NA	48.5	1.4	3.45	SSW
10	4	2019	 Campobasso e Pescolanciano	15.2	3.9	8.35	NA	NA	50.5	0.1	4.7	S
11	4	2019	 Campobasso e Pescolanciano	14.25	2.5	6.9	NA	NA	50.5	10.2	2.6	S
12	4	2019	 Campobasso e Pescolanciano	12.05	3.8	6.9	NA	NA	57.0	0.7	3.6	ENE
13	4	2019	 Campobasso e Pescolanciano	10.3	4.1	6.45	NA	NA	61.5	0.1	4.85	ENE
14	4	2019	 Campobasso e Pescolanciano	13.9	1.7	6.65	NA	NA	58.5	5.5	2.6	ENE
15	4	2019	 Campobasso e Pescolanciano	8.3	0.55	4.25	NA	NA	46.0	9.0	7.05	NNW
16	4	2019	 Campobasso e Pescolanciano	15.1	0.4	7.05	NA	NA	45.0	2.1	2.9	SSW
17	4	2019	 Campobasso e Pescolanciano	15.95	3.95	8.9	NA	NA	47.0	0.1	3.95	E
18	4	2019	 Campobasso e Pescolanciano	16.05	1.85	8.65	NA	NA	44.0	0.0	6.15	N
19	4	2019	 Campobasso e Pescolanciano	17.2	1.7	8.9	NA	NA	46.5	0.0	4.5	E
20	4	2019	 Campobasso e Pescolanciano	18.5	1.25	9.7	NA	NA	41.5	0.0	4.4	E
21	4	2019	 Campobasso e Pescolanciano	15.85	4.35	10.25	NA	NA	48.0	0.0	2.95	ESE
22	4	2019	 Campobasso e Pescolanciano	13.35	6.35	9.95	NA	NA	65.0	3.5	2.35	SE
23	4	2019	 Campobasso e Pescolanciano	17.95	6.7	11.6	NA	NA	53.5	0.3	4.15	SSE
24	4	2019	 Campobasso e Pescolanciano	23.8	9.15	16.35	NA	NA	47.0	0.0	4.25	S
25	4	2019	 Campobasso e Pescolanciano	25.3	7.95	16.75	NA	NA	41.5	0.0	3.5	SE
26	4	2019	 Campobasso e Pescolanciano	23.95	10.05	16.7	NA	NA	54.5	0.2	4.3	S
27	4	2019	 Campobasso e Pescolanciano	19.35	5.45	12.3	NA	NA	47.5	0.1	5.75	SSW
28	4	2019	 Campobasso e Pescolanciano	16.5	6.35	10.65	NA	NA	60.5	0.0	5.5	S
29	4	2019	 Campobasso e Pescolanciano	10.35	1.7	6.15	NA	NA	59.0	10.9	3.7	SSW
30	4	2019	 Campobasso e Pescolanciano	13.35	0.3	6.3	NA	NA	48.0	0.4	3.6	S
1	5	2019	 Campobasso e Pescolanciano	14.5	3.25	7.8	NA	NA	46.0	5.1	2.95	S
2	5	2019	 Campobasso e Pescolanciano	19.4	1.95	10.5	NA	NA	51.0	0.1	3.6	S
3	5	2019	 Campobasso e Pescolanciano	17.85	8.85	12.3	NA	NA	61.5	0.0	7.25	S
4	5	2019	 Campobasso e Pescolanciano	10.35	7.35	8.7	NA	NA	47.0	5.7	2.75	ENE
5	5	2019	 Campobasso e Pescolanciano	13.65	4.4	8.55	NA	NA	54.5	0.7	8.95	S
6	5	2019	 Campobasso e Pescolanciano	7.9	2.45	4.65	NA	NA	46.5	4.3	7.15	NNW
7	5	2019	 Campobasso e Pescolanciano	13.5	0.75	7.2	NA	NA	59.5	0.2	4.0	ENE
8	5	2019	 Campobasso e Pescolanciano	17.65	2.9	10.25	NA	NA	50.5	0.0	4.65	S
9	5	2019	 Campobasso e Pescolanciano	16.15	7.3	11.25	NA	NA	55.0	0.5	6.65	SSE
10	5	2019	 Campobasso e Pescolanciano	19.75	5.45	12.4	NA	NA	50.5	0.1	2.7	S
11	5	2019	 Campobasso e Pescolanciano	21.35	4.9	13.1	NA	NA	53.5	0.0	4.55	S
12	5	2019	 Campobasso e Pescolanciano	14.45	4.5	9.5	NA	NA	60.0	4.5	3.6	S
13	5	2019	 Campobasso e Pescolanciano	14.25	3.75	7.8	NA	NA	56.0	10.5	4.3	E
14	5	2019	 Campobasso e Pescolanciano	8.85	4.6	6.2	NA	NA	60.5	9.2	11.45	NNW
15	5	2019	 Campobasso e Pescolanciano	6.85	3.0	4.85	NA	NA	51.5	1.9	4.15	ENE
16	5	2019	 Campobasso e Pescolanciano	12.9	3.85	6.95	NA	NA	54.0	0.7	4.95	ENE
17	5	2019	 Campobasso e Pescolanciano	20.05	4.6	12.15	NA	NA	57.0	0.0	2.05	SE
18	5	2019	 Campobasso e Pescolanciano	15.95	7.0	11.35	NA	NA	41.5	1.7	3.75	SE
19	5	2019	 Campobasso e Pescolanciano	16.2	8.55	11.85	NA	NA	62.0	0.8	6.5	S
20	5	2019	 Campobasso e Pescolanciano	16.4	7.85	10.75	NA	NA	69.0	1.7	6.7	S
21	5	2019	 Campobasso e Pescolanciano	16.8	8.25	12.35	NA	NA	68.0	0.0	8.4	S
22	5	2019	 Campobasso e Pescolanciano	19.7	8.65	13.75	NA	NA	59.5	0.0	6.7	SSW
23	5	2019	 Campobasso e Pescolanciano	19.35	6.6	12.1	NA	NA	53.0	1.3	3.05	S
24	5	2019	 Campobasso e Pescolanciano	21.45	5.4	13.3	NA	NA	52.0	3.5	2.95	S
25	5	2019	 Campobasso e Pescolanciano	20.4	9.25	14.35	NA	NA	50.0	0.6	2.45	SE
26	5	2019	 Campobasso e Pescolanciano	12.6	8.8	10.5	NA	NA	47.0	19.3	2.5	SE
27	5	2019	 Campobasso e Pescolanciano	13.8	8.5	10.8	NA	NA	47.5	12.4	2.35	SE
28	5	2019	 Campobasso e Pescolanciano	19.3	9.2	13.2	NA	NA	59.0	2.3	4.45	S
29	5	2019	 Campobasso e Pescolanciano	17.7	10.1	13.5	NA	NA	67.5	0.0	7.55	SSE
30	5	2019	 Campobasso e Pescolanciano	16.95	5.7	10.9	NA	NA	57.0	3.5	3.45	ENE
31	5	2019	 Campobasso e Pescolanciano	14.65	6.5	10.2	NA	NA	55.0	0.2	5.6	NE
1	6	2019	 Campobasso e Pescolanciano	18.0	5.55	11.1	NA	NA	50.0	2.5	7.35	NNW
2	6	2019	 Campobasso e Pescolanciano	18.45	9.1	13.3	NA	NA	54.0	3.6	5.4	NE
3	6	2019	 Campobasso e Pescolanciano	23.65	9.0	15.75	NA	NA	46.5	0.0	5.2	ENE
4	6	2019	 Campobasso e Pescolanciano	24.9	10.45	17.4	NA	NA	45.5	0.0	3.25	S
5	6	2019	 Campobasso e Pescolanciano	25.55	13.35	18.8	NA	NA	58.0	0.0	2.65	SW
6	6	2019	 Campobasso e Pescolanciano	25.45	11.8	19.05	NA	NA	46.0	0.1	5.7	S
7	6	2019	 Campobasso e Pescolanciano	29.75	12.85	21.95	NA	NA	43.0	0.0	4.05	S
8	6	2019	 Campobasso e Pescolanciano	31.0	16.6	23.7	NA	NA	44.0	0.0	5.15	S
9	6	2019	 Campobasso e Pescolanciano	32.55	15.1	23.45	NA	NA	37.5	0.0	2.75	SE
10	6	2019	 Campobasso e Pescolanciano	32.1	13.95	22.9	NA	NA	38.5	0.0	2.8	SE
11	6	2019	 Campobasso e Pescolanciano	31.15	16.1	23.3	NA	NA	34.5	0.0	4.05	S
12	6	2019	 Campobasso e Pescolanciano	31.45	14.5	23.0	NA	NA	31.0	0.0	3.35	SE
13	6	2019	 Campobasso e Pescolanciano	29.1	14.55	21.8	NA	NA	44.0	0.0	2.95	ESE
14	6	2019	 Campobasso e Pescolanciano	31.9	13.3	22.95	NA	NA	35.0	0.0	2.2	SE
15	6	2019	 Campobasso e Pescolanciano	32.4	18.1	24.4	NA	NA	40.5	0.0	3.75	S
16	6	2019	 Campobasso e Pescolanciano	30.2	14.05	22.2	NA	NA	40.0	0.0	3.0	S
17	6	2019	 Campobasso e Pescolanciano	28.95	12.45	19.55	NA	NA	39.5	0.4	3.7	NE
18	6	2019	 Campobasso e Pescolanciano	27.75	11.25	19.2	NA	NA	44.5	0.5	3.1	NE
19	6	2019	 Campobasso e Pescolanciano	29.25	13.0	20.35	NA	NA	50.0	2.0	2.55	SSE
20	6	2019	 Campobasso e Pescolanciano	29.95	12.35	21.25	NA	NA	45.5	0.0	2.85	SSE
21	6	2019	 Campobasso e Pescolanciano	31.7	13.75	22.7	NA	NA	41.5	0.0	2.9	SSE
22	6	2019	 Campobasso e Pescolanciano	30.95	15.0	22.1	NA	NA	44.0	0.0	5.05	S
23	6	2019	 Campobasso e Pescolanciano	29.5	13.95	21.0	NA	NA	54.0	0.0	3.75	NE
24	6	2019	 Campobasso e Pescolanciano	25.9	13.65	19.85	NA	NA	52.0	0.0	6.85	NNW
25	6	2019	 Campobasso e Pescolanciano	27.2	13.45	20.5	NA	NA	50.0	0.0	7.55	NNW
26	6	2019	 Campobasso e Pescolanciano	27.6	14.0	21.15	NA	NA	47.5	0.0	7.5	NNW
27	6	2019	 Campobasso e Pescolanciano	30.35	14.6	22.3	NA	NA	42.0	0.0	7.15	NNW
28	6	2019	 Campobasso e Pescolanciano	32.35	13.8	22.75	NA	NA	36.5	0.0	4.95	ENE
29	6	2019	 Campobasso e Pescolanciano	26.35	11.85	19.6	NA	NA	37.0	0.0	7.35	NNW
30	6	2019	 Campobasso e Pescolanciano	28.6	10.75	20.15	NA	NA	36.0	0.0	4.4	NE
1	7	2019	 Campobasso e Pescolanciano	33.4	12.15	22.8	NA	NA	32.0	0.0	2.2	SE
2	7	2019	 Campobasso e Pescolanciano	32.95	14.9	23.55	NA	NA	36.0	0.0	2.85	NE
3	7	2019	 Campobasso e Pescolanciano	32.3	15.5	23.55	NA	NA	36.5	0.0	2.55	ENE
4	7	2019	 Campobasso e Pescolanciano	31.45	13.95	22.35	NA	NA	44.0	0.2	3.7	NE
5	7	2019	 Campobasso e Pescolanciano	30.7	13.9	22.5	NA	NA	44.0	0.0	2.5	NE
6	7	2019	 Campobasso e Pescolanciano	33.0	15.9	24.45	NA	NA	41.5	0.0	4.4	S
7	7	2019	 Campobasso e Pescolanciano	31.8	17.25	24.5	NA	NA	42.0	0.0	7.95	S
8	7	2019	 Campobasso e Pescolanciano	31.15	16.4	24.4	NA	NA	45.0	0.0	6.2	S
9	7	2019	 Campobasso e Pescolanciano	29.6	18.0	23.55	NA	NA	44.0	2.5	7.45	S
10	7	2019	 Campobasso e Pescolanciano	26.95	13.75	18.75	NA	NA	49.0	15.7	5.05	NE
11	7	2019	 Campobasso e Pescolanciano	23.9	10.65	17.3	NA	NA	46.0	0.0	4.95	NE
12	7	2019	 Campobasso e Pescolanciano	25.05	12.3	18.15	NA	NA	43.0	6.6	2.4	SSE
13	7	2019	 Campobasso e Pescolanciano	26.25	12.75	17.75	NA	NA	49.5	19.8	5.7	S
14	7	2019	 Campobasso e Pescolanciano	23.3	10.95	16.5	NA	NA	50.0	0.1	5.45	NE
15	7	2019	 Campobasso e Pescolanciano	22.65	10.55	16.4	NA	NA	51.5	0.0	3.65	NE
16	7	2019	 Campobasso e Pescolanciano	22.05	10.9	16.7	NA	NA	62.0	1.9	7.95	NNW
17	7	2019	 Campobasso e Pescolanciano	25.05	8.95	17.1	NA	NA	41.0	0.0	4.85	ENE
18	7	2019	 Campobasso e Pescolanciano	27.05	11.3	19.3	NA	NA	42.0	0.0	3.1	S
19	7	2019	 Campobasso e Pescolanciano	28.0	12.75	19.35	NA	NA	39.0	3.5	3.35	S
20	7	2019	 Campobasso e Pescolanciano	30.05	11.75	20.6	NA	NA	38.5	0.0	1.8	SSE
21	7	2019	 Campobasso e Pescolanciano	31.1	14.7	22.8	NA	NA	38.0	0.0	2.8	SSE
22	7	2019	 Campobasso e Pescolanciano	30.4	15.1	22.65	NA	NA	41.5	0.0	4.45	ENE
23	7	2019	 Campobasso e Pescolanciano	28.6	14.8	21.65	NA	NA	40.0	0.0	7.4	NNW
24	7	2019	 Campobasso e Pescolanciano	29.85	14.2	21.95	NA	NA	38.0	0.0	5.7	NE
25	7	2019	 Campobasso e Pescolanciano	31.8	14.15	23.05	NA	NA	36.0	0.0	4.05	ENE
26	7	2019	 Campobasso e Pescolanciano	33.9	15.6	24.35	NA	NA	37.0	0.0	3.25	S
27	7	2019	 Campobasso e Pescolanciano	30.05	17.65	23.05	NA	NA	46.0	0.0	6.0	SSE
28	7	2019	 Campobasso e Pescolanciano	23.05	14.8	18.9	NA	NA	44.0	28.0	9.55	S
29	7	2019	 Campobasso e Pescolanciano	27.0	14.7	20.45	NA	NA	51.5	0.2	5.25	S
30	7	2019	 Campobasso e Pescolanciano	26.5	13.7	20.5	NA	NA	50.0	0.0	3.85	NE
31	7	2019	 Campobasso e Pescolanciano	31.85	14.9	22.7	NA	NA	45.0	0.0	2.85	S
1	8	2019	 Campobasso e Pescolanciano	32.4	14.5	22.5	NA	NA	37.0	0.0	3.05	SSE
2	8	2019	 Campobasso e Pescolanciano	31.25	14.95	22.45	NA	NA	42.5	0.9	4.65	S
3	8	2019	 Campobasso e Pescolanciano	26.5	13.7	20.35	NA	NA	54.0	0.0	4.8	ENE
4	8	2019	 Campobasso e Pescolanciano	27.2	12.5	19.65	NA	NA	45.5	0.0	3.9	ENE
5	8	2019	 Campobasso e Pescolanciano	30.15	12.45	21.4	NA	NA	36.5	0.0	2.5	S
6	8	2019	 Campobasso e Pescolanciano	32.0	14.15	22.85	NA	NA	37.5	0.0	3.0	SSE
7	8	2019	 Campobasso e Pescolanciano	33.15	14.85	23.55	NA	NA	37.0	0.0	2.8	SSE
8	8	2019	 Campobasso e Pescolanciano	31.2	16.8	23.45	NA	NA	47.5	0.0	2.9	SSE
9	8	2019	 Campobasso e Pescolanciano	31.65	14.9	22.75	NA	NA	45.0	0.0	3.95	NE
10	8	2019	 Campobasso e Pescolanciano	34.9	16.95	25.0	NA	NA	40.0	0.0	2.3	S
11	8	2019	 Campobasso e Pescolanciano	35.3	18.05	26.05	NA	NA	35.0	0.0	2.3	E
12	8	2019	 Campobasso e Pescolanciano	35.85	18.05	25.8	NA	NA	30.5	0.0	3.3	ENE
13	8	2019	 Campobasso e Pescolanciano	35.65	17.2	25.95	NA	NA	34.0	0.0	2.8	ENE
14	8	2019	 Campobasso e Pescolanciano	26.1	14.15	21.0	NA	NA	47.0	3.4	5.15	ENE
15	8	2019	 Campobasso e Pescolanciano	25.65	11.45	17.85	NA	NA	46.0	0.0	5.9	NE
16	8	2019	 Campobasso e Pescolanciano	26.75	11.5	18.85	NA	NA	46.0	0.1	3.7	ENE
17	8	2019	 Campobasso e Pescolanciano	27.35	11.8	19.3	NA	NA	42.5	0.0	2.75	ENE
18	8	2019	 Campobasso e Pescolanciano	31.35	12.9	21.45	NA	NA	34.0	0.0	2.35	ESE
19	8	2019	 Campobasso e Pescolanciano	32.35	14.55	22.3	NA	NA	34.0	0.0	2.7	S
20	8	2019	 Campobasso e Pescolanciano	34.05	14.35	22.9	NA	NA	28.0	0.0	2.5	E
21	8	2019	 Campobasso e Pescolanciano	32.9	15.15	23.85	NA	NA	35.0	0.0	2.25	SSE
22	8	2019	 Campobasso e Pescolanciano	32.6	14.25	22.35	NA	NA	33.5	11.4	3.65	NE
23	8	2019	 Campobasso e Pescolanciano	27.75	14.4	19.0	NA	NA	43.5	5.9	3.95	ENE
24	8	2019	 Campobasso e Pescolanciano	28.25	12.3	18.35	NA	NA	44.5	18.8	3.0	S
25	8	2019	 Campobasso e Pescolanciano	28.45	12.0	18.7	NA	NA	46.5	5.7	3.05	SSE
26	8	2019	 Campobasso e Pescolanciano	28.75	12.2	19.6	NA	NA	48.0	0.0	2.6	S
27	8	2019	 Campobasso e Pescolanciano	29.75	13.65	20.3	NA	NA	45.5	0.0	2.2	E
28	8	2019	 Campobasso e Pescolanciano	31.15	14.05	21.45	NA	NA	41.0	0.0	2.15	SE
29	8	2019	 Campobasso e Pescolanciano	29.0	12.85	19.8	NA	NA	45.0	8.9	3.1	NE
30	8	2019	 Campobasso e Pescolanciano	28.45	15.6	20.1	NA	NA	41.0	0.8	2.5	S
31	8	2019	 Campobasso e Pescolanciano	28.5	15.35	20.25	NA	NA	45.5	0.6	2.95	S
1	9	2019	 Campobasso e Pescolanciano	27.4	13.8	18.6	NA	NA	41.0	19.5	2.35	SSE
2	9	2019	 Campobasso e Pescolanciano	24.85	14.95	18.4	NA	NA	40.5	0.5	1.65	S
3	9	2019	 Campobasso e Pescolanciano	22.7	14.2	17.4	NA	NA	54.0	0.1	6.35	NE
4	9	2019	 Campobasso e Pescolanciano	21.5	11.7	16.5	NA	NA	50.5	0.0	6.95	NE
5	9	2019	 Campobasso e Pescolanciano	27.45	9.6	17.6	NA	NA	45.5	0.0	2.0	SE
6	9	2019	 Campobasso e Pescolanciano	25.9	12.35	18.6	NA	NA	45.0	0.0	3.7	SSE
7	9	2019	 Campobasso e Pescolanciano	25.85	10.2	17.2	NA	NA	41.5	0.0	2.5	SSE
8	9	2019	 Campobasso e Pescolanciano	23.45	9.05	16.5	NA	NA	54.0	0.0	5.45	SSE
9	9	2019	 Campobasso e Pescolanciano	23.25	12.05	17.05	NA	NA	55.0	0.0	6.35	S
10	9	2019	 Campobasso e Pescolanciano	23.75	7.7	14.85	NA	NA	44.0	0.0	2.45	ESE
11	9	2019	 Campobasso e Pescolanciano	23.85	8.0	15.3	NA	NA	43.5	0.0	3.8	NE
12	9	2019	 Campobasso e Pescolanciano	24.5	9.05	15.95	NA	NA	45.0	0.0	6.35	NE
13	9	2019	 Campobasso e Pescolanciano	25.0	9.9	16.6	NA	NA	45.5	0.0	6.55	NE
14	9	2019	 Campobasso e Pescolanciano	25.4	9.4	16.4	NA	NA	42.5	0.1	5.15	NE
15	9	2019	 Campobasso e Pescolanciano	26.7	8.9	16.65	NA	NA	40.5	0.0	3.55	NE
16	9	2019	 Campobasso e Pescolanciano	28.0	10.3	18.55	NA	NA	44.5	0.0	1.7	SE
17	9	2019	 Campobasso e Pescolanciano	28.25	11.75	19.0	NA	NA	42.0	0.0	3.15	S
18	9	2019	 Campobasso e Pescolanciano	28.15	11.65	18.8	NA	NA	43.5	3.3	2.45	S
19	9	2019	 Campobasso e Pescolanciano	19.95	12.05	15.55	NA	NA	46.5	5.3	3.55	NE
20	9	2019	 Campobasso e Pescolanciano	19.7	8.25	13.75	NA	NA	51.0	0.0	5.95	NE
21	9	2019	 Campobasso e Pescolanciano	22.05	4.7	12.3	NA	NA	43.0	0.0	2.75	SE
22	9	2019	 Campobasso e Pescolanciano	21.2	8.3	14.4	NA	NA	37.0	1.6	2.45	SE
23	9	2019	 Campobasso e Pescolanciano	24.0	12.9	18.6	NA	NA	46.0	8.1	6.1	S
24	9	2019	 Campobasso e Pescolanciano	22.85	11.4	15.7	NA	NA	50.5	0.0	2.9	NE
25	9	2019	 Campobasso e Pescolanciano	23.8	8.5	16.45	NA	NA	49.0	0.0	4.2	S
26	9	2019	 Campobasso e Pescolanciano	23.95	11.65	17.45	NA	NA	45.0	0.0	4.6	S
27	9	2019	 Campobasso e Pescolanciano	26.9	8.8	16.9	NA	NA	42.5	0.1	2.6	S
